line,city,districts,plan_stores,plan_rows,act_visits,act_stores,cover,purity,wd_match,sameday,phase,qty,n_never,blocks,block_sizes,blocks_worked,block_worked_rate,block_exec_median,block_exec_min,block_wd_rate,cold_blocks,east_km,north_km,nn_median_m,workdays,daily_median,daily_avg,wd_visits,day_radius_km,zones_per_day,freq_1,freq_2p,kind,story
NP9902851,福州市,"鼓楼区×258, 晋安区×3",242,261,265,238,0.95,0.966,0.93,0.935,0.95,1.02,12,1,[242],1,1.0,0.95,0.95,1.0,,7.3,5.3,64.0,21,12,12.6,"[60, 51, 54, 50, 50, 0, 0]",1.15,1.0,211,27,区块全开·星期照做,"福州市（鼓楼区×258, 晋安区×3）：计划 242 店 / 261 次，分成 1 个区块（最大区块 242 店）。 地盘东西 7.3 × 南北 5.3 km；区块内店距中位 64 m。 节奏：21 个工作日、平均每天 12.6 家店、一天 1.0 个区块、当天作业半径中位 1.15 km；出勤 周一60/周二51/周三54/周四50/周五50；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 95%（最弱一块 95%）；③ 区块星期一致 100%。 参考：覆盖 95%、同日 94%、相位 95%、量比 1.02。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9902885,济南市,"天桥区×176, 槐荫区×37",186,221,255,206,0.715,0.646,0.608,0.511,0.591,1.15,53,6,"[170, 9, 3, 2, 1]",6,1.0,0.889,0.333,1.0,区块×3店 仅执行 33%,16.9,20.2,209.0,25,6,10.2,"[57, 30, 47, 52, 42, 17, 10]",4.48,1.0,164,42,区块全开·星期照做,"济南市（天桥区×176, 槐荫区×37）：计划 186 店 / 221 次，分成 6 个区块（最大区块 170 店）。 地盘东西 16.9 × 南北 20.2 km；区块内店距中位 209 m。 节奏：25 个工作日、平均每天 10.2 家店、一天 1.0 个区块、当天作业半径中位 4.48 km；出勤 周一57/周二30/周三47/周四52/周五42/周六17/周日10。 ① 区块开工：6 块里他开工了 6 块；② 区块内执行率中位 89%（最弱一块 33%）；③ 区块星期一致 100%。 参考：覆盖 72%、同日 51%、相位 59%、量比 1.15。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。 最冷的区块（计划内执行率最低）：区块×3店 仅执行 33%。"
NP9902897,潍坊市,"坊子区×144, 奎文区×1",133,145,197,170,0.617,0.482,0.263,0.076,0.368,1.36,51,11,"[74, 17, 15, 6, 6]",10,0.909,0.733,0.0,0.7,区块×4店 仅执行 25%; 区块×6店 仅执行 33%; 区块×2店 仅执行 50%,29.0,30.6,181.0,18,5,10.9,"[23, 46, 35, 45, 44, 4, 0]",6.23,2.0,145,25,区块全开·店和星期都有欠,"潍坊市（坊子区×144, 奎文区×1）：计划 133 店 / 145 次，分成 11 个区块（最大区块 74 店）。 地盘东西 29.0 × 南北 30.6 km；区块内店距中位 181 m。 节奏：18 个工作日、平均每天 10.9 家店、一天 2.0 个区块、当天作业半径中位 6.23 km；出勤 周一23/周二46/周三35/周四45/周五44/周六4；周日 没跑。 ① 区块开工：11 块里他开工了 10 块；② 区块内执行率中位 73%（最弱一块 0%）；③ 区块星期一致 70%。 参考：覆盖 62%、同日 8%、相位 37%、量比 1.36。 结论：区块开了，但店没做全、星期也没守——属于执行力不足，要具体看到底缺在哪块。 最冷的区块（计划内执行率最低）：区块×4店 仅执行 25%; 区块×6店 仅执行 33%; 区块×2店 仅执行 50%。"
NP9902925,哈尔滨市,"松北区×138, 呼兰区×116",248,254,243,230,0.883,0.952,0.879,0.882,0.879,0.96,29,5,"[109, 102, 25, 11, 1]",5,1.0,0.98,0.761,1.0,,14.9,22.0,62.0,19,12,12.8,"[40, 48, 56, 48, 51, 0, 0]",1.62,1.0,218,12,区块全开·星期照做,"哈尔滨市（松北区×138, 呼兰区×116）：计划 248 店 / 254 次，分成 5 个区块（最大区块 109 店）。 地盘东西 14.9 × 南北 22.0 km；区块内店距中位 62 m。 节奏：19 个工作日、平均每天 12.8 家店、一天 1.0 个区块、当天作业半径中位 1.62 km；出勤 周一40/周二48/周三56/周四48/周五51；周六、周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 98%（最弱一块 76%）；③ 区块星期一致 100%。 参考：覆盖 88%、同日 88%、相位 88%、量比 0.96。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9902930,天津市,"河北区×142, 红桥区×83",211,229,209,195,0.72,0.779,0.687,0.651,0.701,0.91,59,2,"[210, 1]",2,1.0,0.86,0.719,1.0,,620.8,7866.2,79.0,20,8,10.4,"[52, 39, 34, 44, 40, 0, 0]",1.44,1.0,185,10,区块全开·星期照做,"天津市（河北区×142, 红桥区×83）：计划 211 店 / 229 次，分成 2 个区块（最大区块 210 店）。 地盘东西 620.8 × 南北 7866.2 km；区块内店距中位 79 m。 节奏：20 个工作日、平均每天 10.4 家店、一天 1.0 个区块、当天作业半径中位 1.44 km；出勤 周一52/周二39/周三34/周四44/周五40；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 86%（最弱一块 72%）；③ 区块星期一致 100%。 参考：覆盖 72%、同日 65%、相位 70%、量比 0.91。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9902950,130500,"130503×33, 130528×12",60,60,158,150,0.2,0.08,0.117,0.117,0.15,2.63,48,5,"[36, 11, 9, 3, 1]",1,0.2,0.0,0.0,0.0,区块×36店 仅执行 33%,57.8,65.0,140.0,4,3,39.5,"[50, 21, 29, 19, 37, 1, 1]",0.82,1.0,142,8,计划与实际几乎不相交,"130500（130503×33, 130528×12）：计划 60 店 / 60 次，分成 5 个区块（最大区块 36 店）。 地盘东西 57.8 × 南北 65.0 km；区块内店距中位 140 m。 节奏：4 个工作日、平均每天 39.5 家店、一天 1.0 个区块、当天作业半径中位 0.82 km；出勤 周一50/周二21/周三29/周四19/周五37/周六1/周日1。 ① 区块开工：5 块里他开工了 1 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 0%。 参考：覆盖 20%、同日 12%、相位 15%、量比 2.63。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×36店 仅执行 33%。"
NP9902951,珠海市,"金湾区×198, 斗门区×33",213,231,230,215,0.934,0.926,0.901,0.883,0.925,1.0,14,5,"[168, 32, 11, 1, 1]",5,1.0,1.0,0.917,1.0,,24.0,23.2,54.0,19,12,12.1,"[37, 49, 52, 39, 53, 0, 0]",3.19,1.0,201,14,区块全开·星期照做,"珠海市（金湾区×198, 斗门区×33）：计划 213 店 / 231 次，分成 5 个区块（最大区块 168 店）。 地盘东西 24.0 × 南北 23.2 km；区块内店距中位 54 m。 节奏：19 个工作日、平均每天 12.1 家店、一天 1.0 个区块、当天作业半径中位 3.19 km；出勤 周一37/周二49/周三52/周四39/周五53；周六、周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 100%（最弱一块 92%）；③ 区块星期一致 100%。 参考：覆盖 93%、同日 88%、相位 92%、量比 1.0。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9902957,吉林市,"丰满区×143, 昌邑区×43",219,221,204,198,0.626,0.692,0.357,0.303,0.47,0.92,82,5,"[178, 33, 4, 3, 1]",2,0.4,0.0,0.0,0.5,区块×178店 仅执行 59%,64.3,17.1,41.0,19,7,10.7,"[36, 37, 38, 49, 44, 0, 0]",1.25,1.0,192,6,区块大面积没开工,"吉林市（丰满区×143, 昌邑区×43）：计划 219 店 / 221 次，分成 5 个区块（最大区块 178 店）。 地盘东西 64.3 × 南北 17.1 km；区块内店距中位 41 m。 节奏：19 个工作日、平均每天 10.7 家店、一天 1.0 个区块、当天作业半径中位 1.25 km；出勤 周一36/周二37/周三38/周四49/周五44；周六、周日 没跑。 ① 区块开工：5 块里他开工了 2 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 50%。 参考：覆盖 63%、同日 30%、相位 47%、量比 0.92。 结论：**有区块整块没开工**（3 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×178店 仅执行 59%。"
NP9902999,中山市,中山市×252,227,252,234,209,0.841,0.914,0.837,0.845,0.833,0.93,36,2,"[223, 4]",2,1.0,0.919,0.839,1.0,,18.0,16.0,83.0,19,12,12.3,"[49, 35, 43, 53, 49, 0, 5]",2.86,1.0,185,24,区块全开·星期照做,中山市（中山市×252）：计划 227 店 / 252 次，分成 2 个区块（最大区块 223 店）。 地盘东西 18.0 × 南北 16.0 km；区块内店距中位 83 m。 节奏：19 个工作日、平均每天 12.3 家店、一天 1.0 个区块、当天作业半径中位 2.86 km；出勤 周一49/周二35/周三43/周四53/周五49/周日5；周六 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 92%（最弱一块 84%）；③ 区块星期一致 100%。 参考：覆盖 84%、同日 84%、相位 83%、量比 0.93。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP9903011,郑州市,"金水区×135, 管城回族区×119",234,263,202,183,0.697,0.891,0.692,0.654,0.679,0.77,71,2,"[225, 9]",2,1.0,0.789,0.689,1.0,,30.1,13.8,63.0,21,9,9.6,"[42, 41, 41, 42, 23, 8, 5]",1.23,1.0,165,18,区块全开·区块内欠访,"郑州市（金水区×135, 管城回族区×119）：计划 234 店 / 263 次，分成 2 个区块（最大区块 225 店）。 地盘东西 30.1 × 南北 13.8 km；区块内店距中位 63 m。 节奏：21 个工作日、平均每天 9.6 家店、一天 1.0 个区块、当天作业半径中位 1.23 km；出勤 周一42/周二41/周三41/周四42/周五23/周六8/周日5。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 79%（最弱一块 69%）；③ 区块星期一致 100%。 参考：覆盖 70%、同日 65%、相位 68%、量比 0.77。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
NP9903059,长沙市,"雨花区×165, 芙蓉区×67",213,232,247,223,0.958,0.915,0.958,0.961,0.958,1.06,9,1,[213],1,1.0,0.958,0.958,1.0,,8.1,5.3,61.0,19,12,13.0,"[66, 51, 48, 40, 42, 0, 0]",1.18,1.0,199,24,区块全开·星期照做,"长沙市（雨花区×165, 芙蓉区×67）：计划 213 店 / 232 次，分成 1 个区块（最大区块 213 店）。 地盘东西 8.1 × 南北 5.3 km；区块内店距中位 61 m。 节奏：19 个工作日、平均每天 13.0 家店、一天 1.0 个区块、当天作业半径中位 1.18 km；出勤 周一66/周二51/周三48/周四40/周五42；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 96%（最弱一块 96%）；③ 区块星期一致 100%。 参考：覆盖 96%、同日 96%、相位 96%、量比 1.06。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9903076,广州市,番禺区×252,229,252,276,249,1.0,0.92,1.0,1.0,1.0,1.1,0,1,[229],1,1.0,1.0,1.0,1.0,,12.2,7.8,64.0,22,12,12.5,"[61, 52, 50, 51, 50, 12, 0]",1.18,1.0,223,26,区块全开·星期照做,广州市（番禺区×252）：计划 229 店 / 252 次，分成 1 个区块（最大区块 229 店）。 地盘东西 12.2 × 南北 7.8 km；区块内店距中位 64 m。 节奏：22 个工作日、平均每天 12.5 家店、一天 1.0 个区块、当天作业半径中位 1.18 km；出勤 周一61/周二52/周三50/周四51/周五50/周六12；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.1。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP9903091,自贡市,"自流井区×3, 沿滩区×1",4,4,244,216,1.0,0.019,1.0,1.0,1.0,61.0,0,1,[4],1,1.0,1.0,1.0,1.0,,1.8,3.4,981.0,4,1,61.0,"[66, 47, 43, 50, 38, 0, 0]",0.04,1.0,188,28,区块全开·星期照做,"自贡市（自流井区×3, 沿滩区×1）：计划 4 店 / 4 次，分成 1 个区块（最大区块 4 店）。 地盘东西 1.8 × 南北 3.4 km；区块内店距中位 981 m。 节奏：4 个工作日、平均每天 61.0 家店、一天 1.0 个区块、当天作业半径中位 0.04 km；出勤 周一66/周二47/周三43/周四50/周五38；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 61.0。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9903119,南充市,"高坪区×139, 嘉陵区×85",203,224,163,147,0.581,0.803,0.507,0.509,0.537,0.73,85,5,"[196, 4, 1, 1, 1]",2,0.4,0.0,0.0,1.0,区块×4店 仅执行 25%; 区块×196店 仅执行 60%,30.0,16.2,58.0,21,6,7.8,"[37, 35, 31, 25, 24, 11, 0]",1.02,1.0,131,16,区块大面积没开工,"南充市（高坪区×139, 嘉陵区×85）：计划 203 店 / 224 次，分成 5 个区块（最大区块 196 店）。 地盘东西 30.0 × 南北 16.2 km；区块内店距中位 58 m。 节奏：21 个工作日、平均每天 7.8 家店、一天 1.0 个区块、当天作业半径中位 1.02 km；出勤 周一37/周二35/周三31/周四25/周五24/周六11；周日 没跑。 ① 区块开工：5 块里他开工了 2 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 58%、同日 51%、相位 54%、量比 0.73。 结论：**有区块整块没开工**（3 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×4店 仅执行 25%; 区块×196店 仅执行 60%。"
NP9903125,曲靖市,"麒麟区×160, 陆良县×28",180,188,233,209,1.0,0.861,1.0,1.0,1.0,1.24,0,2,"[152, 28]",2,1.0,1.0,1.0,1.0,,17.9,57.8,69.0,21,10,11.1,"[65, 45, 47, 36, 35, 5, 0]",1.91,1.0,187,22,区块全开·星期照做,"曲靖市（麒麟区×160, 陆良县×28）：计划 180 店 / 188 次，分成 2 个区块（最大区块 152 店）。 地盘东西 17.9 × 南北 57.8 km；区块内店距中位 69 m。 节奏：21 个工作日、平均每天 11.1 家店、一天 1.0 个区块、当天作业半径中位 1.91 km；出勤 周一65/周二45/周三47/周四36/周五35/周六5；周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.24。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9903128,广州市,白云区×217,203,217,267,250,0.961,0.78,0.961,0.963,0.961,1.23,8,2,"[193, 10]",2,1.0,0.979,0.959,1.0,,9.6,18.8,100.0,21,10,12.7,"[61, 57, 50, 50, 45, 1, 3]",1.67,1.0,235,15,区块全开·星期照做,广州市（白云区×217）：计划 203 店 / 217 次，分成 2 个区块（最大区块 193 店）。 地盘东西 9.6 × 南北 18.8 km；区块内店距中位 100 m。 节奏：21 个工作日、平均每天 12.7 家店、一天 1.0 个区块、当天作业半径中位 1.67 km；出勤 周一61/周二57/周三50/周四50/周五45/周六1/周日3。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 98%（最弱一块 96%）；③ 区块星期一致 100%。 参考：覆盖 96%、同日 96%、相位 96%、量比 1.23。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP9903144,新乡市,"红旗区×61, 卫滨区×53",191,225,217,182,0.649,0.681,0.543,0.516,0.639,0.96,67,8,"[142, 20, 17, 7, 2]",4,0.5,0.059,0.0,0.25,区块×17店 仅执行 12%; 区块×7店 仅执行 57%,25.3,38.7,130.0,17,10,12.8,"[42, 21, 38, 63, 53, 0, 0]",3.08,1.0,151,31,区块大面积没开工,"新乡市（红旗区×61, 卫滨区×53）：计划 191 店 / 225 次，分成 8 个区块（最大区块 142 店）。 地盘东西 25.3 × 南北 38.7 km；区块内店距中位 130 m。 节奏：17 个工作日、平均每天 12.8 家店、一天 1.0 个区块、当天作业半径中位 3.08 km；出勤 周一42/周二21/周三38/周四63/周五53；周六、周日 没跑。 ① 区块开工：8 块里他开工了 4 块；② 区块内执行率中位 6%（最弱一块 0%）；③ 区块星期一致 25%。 参考：覆盖 65%、同日 52%、相位 64%、量比 0.96。 结论：**有区块整块没开工**（4 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×17店 仅执行 12%; 区块×7店 仅执行 57%。"
NP9903168,武汉市,"江岸区×98, 江汉区×64",195,219,204,176,0.805,0.892,0.779,0.767,0.779,0.93,38,1,[195],1,1.0,0.805,0.805,1.0,,7.3,5.5,52.0,17,11,12.0,"[47, 34, 40, 34, 49, 0, 0]",0.93,1.0,149,27,区块全开·区块内欠访,"武汉市（江岸区×98, 江汉区×64）：计划 195 店 / 219 次，分成 1 个区块（最大区块 195 店）。 地盘东西 7.3 × 南北 5.5 km；区块内店距中位 52 m。 节奏：17 个工作日、平均每天 12.0 家店、一天 1.0 个区块、当天作业半径中位 0.93 km；出勤 周一47/周二34/周三40/周四34/周五49；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 80%（最弱一块 80%）；③ 区块星期一致 100%。 参考：覆盖 80%、同日 77%、相位 78%、量比 0.93。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
NP9903170,洛阳市,"涧西区×135, 洛龙区×120",210,255,341,295,0.676,0.481,0.448,0.353,0.543,1.34,68,2,"[207, 3]",2,1.0,0.671,0.667,0.5,,16.8,11.9,46.0,26,6,13.1,"[67, 54, 56, 54, 45, 53, 12]",3.18,1.0,252,43,区块全开·店和星期都有欠,"洛阳市（涧西区×135, 洛龙区×120）：计划 210 店 / 255 次，分成 2 个区块（最大区块 207 店）。 地盘东西 16.8 × 南北 11.9 km；区块内店距中位 46 m。 节奏：26 个工作日、平均每天 13.1 家店、一天 1.0 个区块、当天作业半径中位 3.18 km；出勤 周一67/周二54/周三56/周四54/周五45/周六53/周日12。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 67%（最弱一块 67%）；③ 区块星期一致 50%。 参考：覆盖 68%、同日 35%、相位 54%、量比 1.34。 结论：区块开了，但店没做全、星期也没守——属于执行力不足，要具体看到底缺在哪块。"
NP9903172,茂名市,电白区×233,224,233,249,230,0.969,0.943,0.96,0.961,0.964,1.07,7,7,"[190, 12, 8, 5, 4]",7,1.0,1.0,0.875,1.0,,26.9,39.7,77.0,21,12,11.9,"[60, 45, 49, 48, 47, 0, 0]",2.13,1.0,212,18,区块全开·星期照做,茂名市（电白区×233）：计划 224 店 / 233 次，分成 7 个区块（最大区块 190 店）。 地盘东西 26.9 × 南北 39.7 km；区块内店距中位 77 m。 节奏：21 个工作日、平均每天 11.9 家店、一天 1.0 个区块、当天作业半径中位 2.13 km；出勤 周一60/周二45/周三49/周四48/周五47；周六、周日 没跑。 ① 区块开工：7 块里他开工了 7 块；② 区块内执行率中位 100%（最弱一块 88%）；③ 区块星期一致 100%。 参考：覆盖 97%、同日 96%、相位 96%、量比 1.07。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP9903205,兰州市,城关区×84,84,84,287,250,1.0,0.336,1.0,1.0,1.0,3.42,0,1,[84],1,1.0,1.0,1.0,1.0,,6.5,7.0,46.0,16,7,17.9,"[76, 48, 56, 63, 44, 0, 0]",0.59,1.0,215,35,区块全开·星期照做,兰州市（城关区×84）：计划 84 店 / 84 次，分成 1 个区块（最大区块 84 店）。 地盘东西 6.5 × 南北 7.0 km；区块内店距中位 46 m。 节奏：16 个工作日、平均每天 17.9 家店、一天 1.0 个区块、当天作业半径中位 0.59 km；出勤 周一76/周二48/周三56/周四63/周五44；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 3.42。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP9903257,银川市,"金凤区×24, 西夏区×11",38,38,287,267,0.974,0.139,0.974,0.974,0.974,7.55,1,2,"[35, 3]",2,1.0,0.986,0.971,1.0,,11.5,6.1,55.0,8,3,35.9,"[72, 46, 51, 61, 57, 0, 0]",1.44,1.0,247,20,区块全开·星期照做,"银川市（金凤区×24, 西夏区×11）：计划 38 店 / 38 次，分成 2 个区块（最大区块 35 店）。 地盘东西 11.5 × 南北 6.1 km；区块内店距中位 55 m。 节奏：8 个工作日、平均每天 35.9 家店、一天 1.0 个区块、当天作业半径中位 1.44 km；出勤 周一72/周二46/周三51/周四61/周五57；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 99%（最弱一块 97%）；③ 区块星期一致 100%。 参考：覆盖 97%、同日 97%、相位 97%、量比 7.55。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9903262,无锡市,江阴市×252,232,252,145,131,0.56,0.992,0.56,0.552,0.56,0.58,102,12,"[164, 18, 12, 12, 9]",5,0.417,0.0,0.0,1.0,区块×164店 仅执行 54%,42.2,24.3,106.0,15,11,9.7,"[32, 33, 24, 29, 27, 0, 0]",2.22,1.0,117,14,区块大面积没开工,无锡市（江阴市×252）：计划 232 店 / 252 次，分成 12 个区块（最大区块 164 店）。 地盘东西 42.2 × 南北 24.3 km；区块内店距中位 106 m。 节奏：15 个工作日、平均每天 9.7 家店、一天 1.0 个区块、当天作业半径中位 2.22 km；出勤 周一32/周二33/周三24/周四29/周五27；周六、周日 没跑。 ① 区块开工：12 块里他开工了 5 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 56%、同日 55%、相位 56%、量比 0.58。 结论：**有区块整块没开工**（7 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×164店 仅执行 54%。
NP9903265,重庆市,涪陵区×163,150,163,194,174,0.973,0.839,0.973,0.975,0.973,1.19,4,4,"[130, 16, 3, 1]",4,1.0,0.988,0.938,1.0,,20.8,11.0,62.0,17,12,11.4,"[47, 36, 26, 47, 38, 0, 0]",1.19,1.0,154,20,区块全开·星期照做,重庆市（涪陵区×163）：计划 150 店 / 163 次，分成 4 个区块（最大区块 130 店）。 地盘东西 20.8 × 南北 11.0 km；区块内店距中位 62 m。 节奏：17 个工作日、平均每天 11.4 家店、一天 1.0 个区块、当天作业半径中位 1.19 km；出勤 周一47/周二36/周三26/周四47/周五38；周六、周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 99%（最弱一块 94%）；③ 区块星期一致 100%。 参考：覆盖 97%、同日 98%、相位 97%、量比 1.19。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP9903298,370800,"370883×32, 370831×12",48,48,66,61,0.021,0.016,0.0,0.0,0.0,1.38,47,6,"[32, 8, 3, 2, 2]",1,0.167,0.0,0.0,0.0,区块×32店 仅执行 3%,53.4,28.1,251.0,1,1,66.0,"[36, 13, 2, 0, 13, 2, 0]",,1.0,57,4,计划与实际几乎不相交,"370800（370883×32, 370831×12）：计划 48 店 / 48 次，分成 6 个区块（最大区块 32 店）。 地盘东西 53.4 × 南北 28.1 km；区块内店距中位 251 m。 节奏：1 个工作日、平均每天 66.0 家店、一天 1.0 个区块、当天作业半径中位 None km；出勤 周一36/周二13/周三2/周五13/周六2；周四、周日 没跑。 ① 区块开工：6 块里他开工了 1 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 0%。 参考：覆盖 2%、同日 0%、相位 0%、量比 1.38。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×32店 仅执行 3%。"
NP9903310,江门市,"新会区×116, 蓬江区×9",117,126,248,212,0.966,0.533,0.949,0.913,0.966,1.97,4,4,"[96, 10, 9, 2]",4,1.0,0.99,0.8,1.0,,25.5,21.6,186.0,20,8,12.4,"[43, 52, 55, 55, 38, 5, 0]",1.78,1.0,183,29,区块全开·星期照做,"江门市（新会区×116, 蓬江区×9）：计划 117 店 / 126 次，分成 4 个区块（最大区块 96 店）。 地盘东西 25.5 × 南北 21.6 km；区块内店距中位 186 m。 节奏：20 个工作日、平均每天 12.4 家店、一天 1.0 个区块、当天作业半径中位 1.78 km；出勤 周一43/周二52/周三55/周四55/周五38/周六5；周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 99%（最弱一块 80%）；③ 区块星期一致 100%。 参考：覆盖 97%、同日 91%、相位 97%、量比 1.97。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9903312,包头市,"青山区×211, 九原区×26",211,249,220,172,0.559,0.686,0.469,0.422,0.493,0.88,93,2,"[210, 1]",2,1.0,0.779,0.557,1.0,区块×210店 仅执行 56%,10.8,8.9,46.0,19,8,11.6,"[44, 37, 46, 42, 37, 6, 8]",1.71,1.0,130,42,区块全开·区块内欠访,"包头市（青山区×211, 九原区×26）：计划 211 店 / 249 次，分成 2 个区块（最大区块 210 店）。 地盘东西 10.8 × 南北 8.9 km；区块内店距中位 46 m。 节奏：19 个工作日、平均每天 11.6 家店、一天 1.0 个区块、当天作业半径中位 1.71 km；出勤 周一44/周二37/周三46/周四42/周五37/周六6/周日8。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 78%（最弱一块 56%）；③ 区块星期一致 100%。 参考：覆盖 56%、同日 42%、相位 49%、量比 0.88。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×210店 仅执行 56%。"
NP9903330,厦门市,"思明区×218, 湖里区×26",231,247,255,226,0.909,0.929,0.909,0.915,0.909,1.03,21,3,"[227, 3, 1]",3,1.0,1.0,0.907,1.0,,11.8,14.3,49.0,19,12,13.4,"[72, 52, 51, 29, 51, 0, 0]",1.33,1.0,197,29,区块全开·星期照做,"厦门市（思明区×218, 湖里区×26）：计划 231 店 / 247 次，分成 3 个区块（最大区块 227 店）。 地盘东西 11.8 × 南北 14.3 km；区块内店距中位 49 m。 节奏：19 个工作日、平均每天 13.4 家店、一天 1.0 个区块、当天作业半径中位 1.33 km；出勤 周一72/周二52/周三51/周四29/周五51；周六、周日 没跑。 ① 区块开工：3 块里他开工了 3 块；② 区块内执行率中位 100%（最弱一块 91%）；③ 区块星期一致 100%。 参考：覆盖 91%、同日 92%、相位 91%、量比 1.03。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP9903363,武汉市,"江岸区×185, 江汉区×45",209,232,247,220,0.995,0.945,0.995,0.996,0.995,1.06,1,2,"[208, 1]",2,1.0,0.998,0.995,1.0,,11.6,6.7,68.0,21,11,11.8,"[59, 48, 47, 46, 47, 0, 0]",1.13,1.0,193,27,区块全开·星期照做,"武汉市（江岸区×185, 江汉区×45）：计划 209 店 / 232 次，分成 2 个区块（最大区块 208 店）。 地盘东西 11.6 × 南北 6.7 km；区块内店距中位 68 m。 节奏：21 个工作日、平均每天 11.8 家店、一天 1.0 个区块、当天作业半径中位 1.13 km；出勤 周一59/周二48/周三47/周四46/周五47；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.06。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
